MOP,language,text,length,rating_list,mean_rating,text_clean,mean_check,unigram_logprob,bigram_logprob,trigram_logprob,bigram_slor,trigram_slor,unigram_avg_logprob,bigram_avg_logprob,trigram_avg_logprob
MOP2,en,Preliminary work began last September following the appointment of two countryside officers who are employed full time on the project .,20,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,preliminary work began last september following the appointment of two countryside officers who are employed full time on the project .,3.7857142857142856,-65.8608,-60.6819,-61.6198,5.178899999999999,4.241,-3.29304,-3.0340949999999998,-3.08099
MOP2,en,"This is , of course , only a tendency , and the move away from local policemen to larger , centralised policing may reduce this effect .",22,"[4, 4, 1, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.4375,"this is , of course , only a tendency , and the move away from local policemen to larger , centralised policing may reduce this effect .",3.4375,-63.4169,-60.5819,-57.6096,2.835000000000001,5.807299999999998,-2.8825863636363636,-2.753722727272727,-2.618618181818182
MOP2,en,Tod features another kind of dream in which he is a woman .,12,"[4, 1, 1, 4, 1, 4, 4, 4, 4, 4, 1, 4]",3.0,tod features another kind of dream in which he is a woman .,3.0,-33.81,-26.1994,-26.075,7.610600000000002,7.735000000000003,-2.8175000000000003,-2.1832833333333332,-2.1729166666666666
MOP2,en,Valuable coaching can often come from drama school tutors who can give a fair assessment of the possibilities you may have prior to auditioning .,24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,valuable coaching can often come from drama school tutors who can give a fair assessment of the possibilities you may have prior to auditioning .,4.0,-74.6983,-63.1837,-63.463,11.514600000000002,11.235300000000002,-3.112429166666667,-2.6326541666666667,-2.6442916666666667
MOP2,en,"Because simulated annealing is a stochastic algorithm , different runs of probeorder will not necessarily produce the same output probe order .",20,"[1, 1, 1, 1, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 1]",2.5,"because simulated annealing is a stochastic algorithm , different runs of probeorder will not necessarily produce the same output probe order .",2.5,-64.8154,-61.6544,-62.4487,3.1609999999999943,2.3666999999999945,-3.24077,-3.08272,-3.1224350000000003
MOP2,en,"Although the music was animated , only the arms moved .",9,"[4, 4, 1, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1]",3.35714285714,"although the music was animated , only the arms moved .",3.357142857142857,-27.3651,-28.5336,-28.2315,-1.168499999999998,-0.8663999999999987,-3.040566666666667,-3.1704,-3.1368333333333336
MOP2,en,"But the report also blasts authority bosses for failing to control the activities of 58-year-old Mr Watney , who took early retirement last year .",23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",3.6,"but the report also blasts authority bosses for failing to control the activities of 58-year-old mr watney , who took early retirement last year .",3.6,-67.4752,-65.1015,-64.5075,2.3736999999999995,2.9677000000000078,-2.933704347826087,-2.8305000000000002,-2.804673913043478
MOP2,en,Some would of course reply personally ( he had included postage ) .,10,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,some would of course reply personally ( he had included postage ) .,3.8125,-36.4098,-35.3201,-35.866,1.0897000000000006,0.5437999999999974,-3.64098,-3.5320099999999996,-3.5866
MOP2,en,"Police are appealing for witnesses to the incident , which happened at 11am on Monday in Windsor Street , Toxteth .",18,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.72727272727,"police are appealing for witnesses to the incident , which happened at 11am on monday in windsor street , toxteth .",3.727272727272727,-42.9707,-43.086,-42.5637,-0.11529999999999774,0.4070000000000036,-2.387261111111111,-2.3936666666666664,-2.3646499999999997
MOP2,en,The surface need not be perfectly flat or smooth .,9,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.8,the surface need not be perfectly flat or smooth .,3.8,-31.9654,-28.5577,-27.5519,3.4076999999999984,4.413499999999999,-3.551711111111111,-3.173077777777778,-3.061322222222222
MOP2,en,"There are 5,733 empty council houses , almost 2,000 of which have been empty for more than a year .",18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"there are 5,733 empty council houses , almost 2,000 of which have been empty for more than a year .",4.0,-54.4133,-48.4225,-48.0865,5.9908,6.326799999999999,-3.022961111111111,-2.690138888888889,-2.6714722222222225
MOP2,en,Heath ( 3.3 ) sums up one influential and long-established tradition in the study of class differences in education .,17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,heath ( 3.3 ) sums up one influential and long-established tradition in the study of class differences in education .,4.0,-62.2989,-56.5109,-55.5263,5.788000000000004,6.772600000000004,-3.6646411764705884,-3.324170588235294,-3.2662529411764707
MOP2,en,And his price — his price can be of enormous use .,10,"[1, 4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 4, 4, 4, 4]",3.2,and his price — his price can be of enormous use .,3.2,-31.4734,-30.7158,-31.3069,0.7576,0.16650000000000276,-3.1473400000000002,-3.07158,-3.13069
MOP2,en,"There was a significant improvement in the attendance of miners at the Mansfield clinic , however , since this was much closer to their homes .",23,"[4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 1, 4, 1, 4, 4]",3.2,"there was a significant improvement in the attendance of miners at the mansfield clinic , however , since this was much closer to their homes .",3.2,-69.3573,-57.3017,-58.5803,12.055599999999998,10.776999999999994,-3.0155347826086953,-2.491378260869565,-2.5469695652173914
MOP2,en,‘ Then maybe most of the faults were on my side .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ then maybe most of the faults were on my side .,4.0,-32.5335,-28.492,-28.2467,4.041499999999996,4.286799999999996,-3.2533499999999997,-2.8492,-2.8246700000000002
MOP2,en,Gere and Basinger star in the erotic thriller Final Analysis which Warner Home Video will released into video libraries by October 18 .,22,"[1, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4]",3.0,gere and basinger star in the erotic thriller final analysis which warner home video will released into video libraries by october 18 .,3.0,-54.0999,-49.0383,-50.1439,5.0615999999999985,3.955999999999996,-2.4590863636363633,-2.229013636363636,-2.279268181818182
MOP2,en,"Recently , concern has grown that Michelangelo's ceiling of the Sistine chapel in Rome has been irreparably altered by the Vatican conservation team .",22,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.76923076923,"recently , concern has grown that michelangelo's ceiling of the sistine chapel in rome has been irreparably altered by the vatican conservation team .",3.769230769230769,-60.7045,-56.637,-56.7521,4.067500000000003,3.9524000000000044,-2.759295454545455,-2.574409090909091,-2.579640909090909
MOP2,en,Disillusion me and get my sympathy at the same time .,10,"[1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",3.4,disillusion me and get my sympathy at the same time .,3.4,-27.6549,-20.7549,-20.7456,6.900000000000002,6.909300000000002,-2.7654900000000002,-2.07549,-2.07456
MOP2,en,The horse shot out like an arrow from a bow . ’,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the horse shot out like an arrow from a bow . ’,4.0,-34.1866,-32.0204,-32.1372,2.1661999999999964,2.0493999999999986,-3.41866,-3.20204,-3.21372
MOP2,en,The British Horse Society is anxious to find out why a third of them should have happened in this year alone .,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.76923076923,the british horse society is anxious to find out why a third of them should have happened in this year alone .,3.769230769230769,-60.9487,-50.3931,-49.6422,10.555600000000005,11.3065,-2.9023190476190477,-2.3996714285714282,-2.363914285714286
MOP2,en,"Made with Pertex fabrics and Quallofil 7 filling , the Kompakt Lite weights only 1.2kg and , in its stuff sack , reduces to 7l .",22,"[1, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 1, 1]",2.94117647059,"made with pertex fabrics and quallofil 7 filling , the kompakt lite weights only 1.2kg and , in its stuff sack , reduces to 7l .",2.9411764705882355,-54.79,-55.9567,-55.2197,-1.1666999999999987,-0.42970000000000397,-2.4904545454545453,-2.5434863636363634,-2.5099863636363637
MOP2,en,"In exceptional circumstances , your Head of Department will not apply the withdrawal clause if there is a reasonable explanation for failure to notify .",23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.8125,"in exceptional circumstances , your head of department will not apply the withdrawal clause if there is a reasonable explanation for failure to notify .",3.8125,-76.8189,-64.6838,-65.0925,12.135099999999994,11.726399999999998,-3.3399521739130433,-2.8123391304347827,-2.830108695652174
MOP2,en,"‘ Goodness me , who on earth can that be ? ’",8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ goodness me , who on earth can that be ? ’",4.0,-29.0363,-32.0837,-31.8859,-3.0473999999999997,-2.849599999999999,-3.6295375,-4.0104625,-3.9857375
MOP2,en,Small specimens are sometimes confused with Synodontis petricolor .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.8,small specimens are sometimes confused with synodontis petricolor .,3.8,-24.0441,-21.3225,-22.156,2.7215999999999987,1.8881000000000014,-3.0055125,-2.6653125,-2.7695
MOP2,en,"They called us out into the stadium too early and it was hot , very hot .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"they called us out into the stadium too early and it was hot , very hot .",4.0,-40.2609,-36.2349,-36.118,4.025999999999996,4.142899999999997,-2.68406,-2.4156600000000004,-2.4078666666666666
MOP2,en,"The review copy is a solid black , but the basic model comes oil-finished .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the review copy is a solid black , but the basic model comes oil-finished .",4.0,-39.6809,-37.98,-38.1861,1.7009000000000043,1.494799999999998,-3.052376923076923,-2.921538461538461,-2.937392307692308
MOP2,en,"In their bedroom something crashed to the floor , which immediately woke one of the twins who began to howl .",19,"[1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.6,"in their bedroom something crashed to the floor , which immediately woke one of the twins who began to howl .",3.6,-60.5459,-56.2341,-56.3472,4.311800000000005,4.198700000000002,-3.1866263157894736,-2.9596894736842105,-2.965642105263158
MOP2,en,Wanting a man who was such a louse .,8,"[4, 1, 1, 4, 4, 4, 1, 1, 4, 4, 1, 4, 1]",2.61538461538,wanting a man who was such a louse .,2.6153846153846154,-27.4244,-22.7069,-22.7583,4.717499999999998,4.6661,-3.42805,-2.8383625,-2.8447875
MOP2,en,This essential motion can not take place except in a liquid medium .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.8,this essential motion can not take place except in a liquid medium .,3.8,-41.9362,-39.6177,-39.111,2.3185000000000002,2.8252000000000024,-3.494683333333333,-3.301475,-3.2592499999999998
MOP2,en,Upper Stowe was once called Butter Stowe because the London carrier collected butter here .,14,"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 4]",3.4,upper stowe was once called butter stowe because the london carrier collected butter here .,3.4,-43.4898,-41.6929,-41.5518,1.7969000000000008,1.9380000000000024,-3.106414285714286,-2.978064285714286,-2.9679857142857142
MOP2,en,The induction of adhesion of particular T-cell subsets by specific cytokines would make the process of lymphocyte recruitment more flexible and selective .,22,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.72727272727,the induction of adhesion of particular t-cell subsets by specific cytokines would make the process of lymphocyte recruitment more flexible and selective .,3.727272727272727,-60.3196,-56.6913,-56.5905,3.628300000000003,3.7291000000000025,-2.7418,-2.576877272727273,-2.5722954545454546
MOP2,en,‘ If I'd been in your shoes I'd have walked right out on him . ’,13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ if i'd been in your shoes i'd have walked right out on him . ’,4.0,-34.8513,-31.9408,-31.8785,2.9105000000000025,2.972800000000003,-2.680869230769231,-2.4569846153846155,-2.452192307692308
MOP2,en,"‘ But it was lost — walls were built over it , the paper had disintegrated . ’",13,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.75,"‘ but it was lost — walls were built over it , the paper had disintegrated . ’",3.75,-38.2392,-35.1603,-35.3947,3.0788999999999973,2.8444999999999965,-2.9414769230769227,-2.7046384615384613,-2.7226692307692306
MOP2,en,"You can visit the village — it has a pub , beach and a shop — then retrace your steps through the woods to reach the Saints' Way .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"you can visit the village — it has a pub , beach and a shop — then retrace your steps through the woods to reach the saints' way .",4.0,-64.0536,-61.4651,-61.1861,2.5885000000000034,2.8674999999999997,-2.562144,-2.458604,-2.447444
MOP2,en,He's amongst the qualifiers for the Lancome trophy at Paris .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,he's amongst the qualifiers for the lancome trophy at paris .,4.0,-19.8396,-17.6148,-17.7525,2.224800000000002,2.0870999999999995,-1.9839600000000002,-1.76148,-1.7752500000000002
MOP2,en,"‘ Steal for you ? ’ he answered Laura's astonished protest , ‘ I'd do time .",11,"[4, 1, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4, 1]",3.0625,"‘ steal for you ? ’ he answered laura's astonished protest , ‘ i'd do time .",3.0625,-37.2859,-38.1964,-38.4618,-0.910499999999999,-1.1758999999999986,-3.3896272727272727,-3.4724,-3.4965272727272723
MOP2,en,The previous maximum flue length for the 10.5kW and 18kW output boilers was three metres .,15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.8,the previous maximum flue length for the 10.5kw and 18kw output boilers was three metres .,3.8,-31.2906,-30.2512,-30.3296,1.0394000000000005,0.9610000000000021,-2.08604,-2.0167466666666667,-2.0219733333333334
MOP2,en,"Rising slowly like an automaton , she made her way over to the counter and picked up the receiver .",18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"rising slowly like an automaton , she made her way over to the counter and picked up the receiver .",4.0,-54.1692,-45.6113,-43.755,8.557899999999997,10.414199999999994,-3.0094,-2.533961111111111,-2.4308333333333336
MOP2,en,Has he really offered you the job back ?,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,has he really offered you the job back ?,4.0,-27.3139,-29.0542,-31.9398,-1.7403000000000013,-4.6259000000000015,-3.4142375,-3.631775,-3.992475
MOP2,en,"They were like cogs working together , fitting into place when and where they were needed .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"they were like cogs working together , fitting into place when and where they were needed .",4.0,-49.1231,-45.808,-43.6373,3.315100000000001,5.485799999999998,-3.2748733333333333,-3.0538666666666665,-2.9091533333333337
MOP2,en,"Agnes , now fully dressed , went into the hall .",8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"agnes , now fully dressed , went into the hall .",4.0,-26.8504,-23.1487,-21.8928,3.701699999999999,4.957599999999999,-3.3563,-2.8935875,-2.7366
MOP2,en,"Supplement per person per night £135 for the first night , £105 each additional night ( minimum 2 persons ) .",15,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.75,"supplement per person per night £135 for the first night , £105 each additional night ( minimum 2 persons ) .",3.75,-55.359,-55.3906,-54.7259,-0.03159999999999741,0.6330999999999989,-3.6906000000000003,-3.6927066666666666,-3.6483933333333334
MOP2,en,"You should obtain a Certificate of Posting , which is available free of charge at the counter .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"you should obtain a certificate of posting , which is available free of charge at the counter .",4.0,-44.9583,-42.3005,-41.4919,2.6578000000000017,3.4664,-2.80989375,-2.64378125,-2.59324375
MOP2,en,The modernization and industrialization of nineteenth century Britain changed the population map .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.8,the modernization and industrialization of nineteenth century britain changed the population map .,3.8,-34.7491,-30.1857,-30.6277,4.563399999999998,4.121399999999998,-2.895758333333333,-2.515475,-2.5523083333333334
MOP2,en,Pallister's rivals are : Steve Bruce ( Manchester United ) ; Stuart Pearce ( Nottingham Forest ; Paul McGrath ( Aston Villa ) ; Gary Lineker ( Spurs ) ; Ray Houghton ( Liverpool ) .,21,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 1]",3.4,pallister's rivals are : steve bruce ( manchester united ) ; stuart pearce ( nottingham forest ; paul mcgrath ( aston villa ) ; gary lineker ( spurs ) ; ray houghton ( liverpool ) .,3.4,-67.9478,-65.2507,-63.1428,2.697100000000006,4.805,-3.235609523809524,-3.1071761904761903,-3.0068
MOP2,en,‘ This shows the company didn't learn anything from this lesson .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ this shows the company didn't learn anything from this lesson .,4.0,-35.3107,-31.9823,-32.3984,3.3283999999999985,2.912299999999995,-3.5310699999999997,-3.1982299999999997,-3.23984
MOP2,en,"Here we have an uninterrupted view of the prospect , and what a glorious prospect it is , stretching far away for many miles on every hand .",25,"[1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4]",3.4375,"here we have an uninterrupted view of the prospect , and what a glorious prospect it is , stretching far away for many miles on every hand .",3.4375,-79.2757,-68.6335,-68.3234,10.642200000000003,10.952299999999994,-3.171028,-2.74534,-2.7329360000000005
MOP2,en,"Two years before , two TA soldiers met at an Army open day .",12,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.57142857143,"two years before , two ta soldiers met at an army open day .",3.571428571428572,-36.6357,-34.5078,-33.9192,2.127899999999997,2.7165000000000035,-3.052975,-2.8756500000000003,-2.8265999999999996
MOP2,en,Orthodox Judaism continues to teach an elaborate separation of the menstruating woman from contact with the men of her family .,20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,orthodox judaism continues to teach an elaborate separation of the menstruating woman from contact with the men of her family .,4.0,-58.0356,-48.4084,-49.05,9.627200000000002,8.985600000000005,-2.90178,-2.42042,-2.4524999999999997
MOP2,en,A recent architectural survey revealed problems at the 60-year-old Salutation Church in Salutation Road .,14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,a recent architectural survey revealed problems at the 60-year-old salutation church in salutation road .,4.0,-40.0382,-38.2761,-38.6282,1.7621000000000038,1.4100000000000037,-2.8598714285714286,-2.7340071428571426,-2.7591571428571426
MOP2,en,The fireplace in question was set into a huge thick wall that partly divided the main room .,17,"[1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4]",3.47058823529,the fireplace in question was set into a huge thick wall that partly divided the main room .,3.4705882352941178,-57.115,-53.2345,-52.4995,3.880500000000005,4.615500000000004,-3.3597058823529413,-3.131441176470588,-3.0882058823529412
MOP2,en,"It is a brave move to start afresh in a garden , and a sure test of one's design talents .",19,"[4, 4, 4, 4, 4, 1, 4, 1, 1, 4, 4, 4, 4, 4, 1]",3.2,"it is a brave move to start afresh in a garden , and a sure test of one's design talents .",3.2,-60.7811,-53.5829,-53.7892,7.1982,6.991900000000001,-3.1990052631578947,-2.8201526315789476,-2.8310105263157896
MOP2,en,"Liverpool won early popularity as a result of Britain's military victories in the Peninsula , just as Mr Major's reputation was enhanced by the Gulf War .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"liverpool won early popularity as a result of britain's military victories in the peninsula , just as mr major's reputation was enhanced by the gulf war .",4.0,-73.6288,-64.6983,-63.5173,8.930499999999995,10.1115,-2.9451519999999998,-2.5879320000000003,-2.540692
MOP2,en,The EEC has banned BST until further research has been completed .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the eec has banned bst until further research has been completed .,4.0,-27.8383,-22.5741,-22.1302,5.264199999999999,5.708100000000002,-2.5307545454545455,-2.052190909090909,-2.0118363636363634
MOP2,en,This deliberate emphasis on the young people's unreliable and hurtful past relationships poses a dilemma for residential workers .,18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,this deliberate emphasis on the young people's unreliable and hurtful past relationships poses a dilemma for residential workers .,4.0,-59.2771,-54.1516,-54.78,5.125499999999995,4.497099999999996,-3.293172222222222,-3.0084222222222223,-3.0433333333333334
MOP2,en,‘ As far as I can see we can either go for Dersingham or for the man himself .,17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",3.8,‘ as far as i can see we can either go for dersingham or for the man himself .,3.8,-49.1627,-40.7811,-41.1212,8.381599999999999,8.0415,-2.891923529411765,-2.398888235294118,-2.418894117647059
MOP2,en,Distinction is drawn between existence of licence and its ceasing to have effect .,13,"[4, 4, 1, 1, 4, 1, 4, 4, 1, 1, 4, 1, 4, 4, 4, 4]",2.875,distinction is drawn between existence of licence and its ceasing to have effect .,2.875,-40.4044,-36.1864,-36.6026,4.2180000000000035,3.8018,-3.1080307692307696,-2.783569230769231,-2.8155846153846156
MOP2,en,Turn them into public gardens and you create an attraction instead of an eyesore .,14,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.8,turn them into public gardens and you create an attraction instead of an eyesore .,3.8,-44.8548,-42.8203,-42.9305,2.034499999999994,1.9242999999999952,-3.2039142857142857,-3.0585928571428576,-3.066464285714286
MOP2,en,Mr Hawke last week repeated his support for the airlines recruiting new pilots overseas and re-hiring their former pilots on individual contracts .,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.78571428571,mr hawke last week repeated his support for the airlines recruiting new pilots overseas and re-hiring their former pilots on individual contracts .,3.7857142857142856,-67.5773,-60.2806,-60.5942,7.296699999999994,6.983099999999993,-3.0716954545454542,-2.7400272727272728,-2.754281818181818
MOP2,en,"In February , councillors refused to allow a variation of the hours .",11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"in february , councillors refused to allow a variation of the hours .",4.0,-25.9335,-24.3618,-24.6746,1.5716999999999999,1.258899999999997,-2.357590909090909,-2.214709090909091,-2.2431454545454548
MOP2,en,"Nine schools in three Midlands LEAs , will be identified for in-depth study , following a questionnaire survey .",16,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4]",3.57142857143,"nine schools in three midlands leas , will be identified for in-depth study , following a questionnaire survey .",3.571428571428572,-43.137,-40.5422,-40.2868,2.5947999999999993,2.850200000000001,-2.6960625,-2.5338875,-2.517925
MOP2,en,"It is when the claim to neutrality is seen , as it must be , as a sham that damage is done to the judicial system .",24,"[4, 1, 1, 4, 1, 1, 4, 1, 4, 1, 1, 4, 4]",2.38461538462,"it is when the claim to neutrality is seen , as it must be , as a sham that damage is done to the judicial system .",2.3846153846153846,-70.7688,-65.3702,-65.7358,5.398600000000002,5.033000000000001,-2.9487,-2.723758333333333,-2.7389916666666667
MOP2,en,"Some of the trees , the vegetation and the animals were mechanical creations of Mirage Enterprises .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"some of the trees , the vegetation and the animals were mechanical creations of mirage enterprises .",4.0,-43.0112,-39.6878,-40.332,3.3233999999999995,2.6792000000000016,-2.8674133333333334,-2.6458533333333336,-2.6888
