word,frequency,length,probability,information_content
exhibits,13,8,2.0036435487301523e-05,15.607014600743806
arranging,12,9,1.849517121904756e-05,15.722491818163741
tea,20,3,3.082528536507927e-05,14.985526223997535
tables,32,6,4.9320456584126825e-05,14.307454318884897
everything,125,10,0.00019265803353174543,12.34167003422281
exciting,12,8,1.849517121904756e-05,15.722491818163741
turmoil,9,7,1.387137841428567e-05,16.137529317442585
full,155,4,0.00023889596157936432,12.03132991361066
anticipation,15,12,2.311896402380945e-05,15.40056372327638
fun,18,3,2.774275682857134e-05,15.137529317442585
thrilling,1,9,1.5412642682539633e-06,19.307454318884897
effect,147,6,0.00022656584743333262,12.107781974048534
american,265,8,0.0004084350310873003,11.257605769434337
trained,36,7,5.548551365714268e-05,14.137529317442585
teacher,52,7,8.014574194920609e-05,13.607014600743806
class,171,5,0.00026355618987142774,11.889601803999
home,296,4,0.00045621422340317316,11.098000953255948
planning,76,8,0.00011713608438730122,13.059526805441312
our,797,3,0.0012283876217984088,9.669018404894427
one,2170,3,0.0033445434621111004,8.223974991553057
very,525,4,0.0008091637408333308,10.271280706331412
few,356,3,0.000548690079498411,10.8317208879185
architects,3,10,4.62379280476189e-06,17.722491818163743
trying,116,6,0.00017878665511745974,12.449473323757326
plan,96,4,0.0001479613697523805,12.722491818163741
homes,27,5,4.161413524285701e-05,14.552566816721429
family,173,6,0.00026663871840793566,11.872826091248173
functions,39,9,6.010930646190457e-05,14.02205210002265
needs,78,5,0.00012021861292380914,13.02205210002265
am,169,2,0.0002604736613349198,11.906574882602714
time,1083,4,0.0016691892025190423,9.22663679127657
will,1079,4,0.0016630241454460265,9.23197516939688
soon,131,4,0.0002019056191412692,12.274031317347447
find,268,4,0.00041305882389206216,11.241365128427125
necessary,150,9,0.0002311896402380945,12.078635628389017
do,867,2,0.0013362761205761861,9.547566135663063
most,619,4,0.0009540425820492033,10.033658719670633
own,521,3,0.0008029986837603149,10.28231475660639
work,450,4,0.0006935689207142836,10.493673127667861
important,239,9,0.00036836216011269725,11.40658751090415
have,2348,4,0.003618888501860306,8.110237625774845
conveniences,1,12,1.5412642682539633e-06,19.307454318884897
use,351,3,0.0005409837581571411,10.852127098580338
servants,9,8,1.387137841428567e-05,16.137529317442585
many,542,4,0.0008353652333936482,10.225305277531026
features,51,8,7.860447768095213e-05,13.635028976913402
are,2417,3,0.0037252357363698296,8.068452561119315
latest,17,6,2.6201492560317378e-05,15.219991477634558
modern,115,6,0.00017724539084920578,12.461964267940523
devices,23,7,3.544907816984116e-05,14.783892362827885
interesting,48,11,7.398068487619024e-05,13.722491818163741
blend,4,5,6.165057073015853e-06,17.307454318884897
cultures,9,8,1.387137841428567e-05,16.137529317442585
finds,38,5,5.856804219365061e-05,14.059526805441312
using,79,5,0.00012175987719206311,13.003673570707795
artfulness,1,10,1.5412642682539633e-06,19.307454318884897
western,82,7,0.000126383669996825,12.949902314266815
architecture,6,12,9.24758560952378e-06,16.722491818163743
same,462,4,0.0007120640919333311,10.45570527746884
adopting,7,8,1.0788849877777744e-05,16.500099396827295
utility,20,7,3.082528536507927e-05,14.985526223997535
patterns,32,8,4.9320456584126825e-05,14.307454318884897
monument,11,8,1.6953906950793596e-05,15.8480227002476
courageous,2,10,3.0825285365079266e-06,18.307454318884897
believed,40,8,6.165057073015854e-05,13.985526223997535
should,537,6,0.0008276589120523783,10.238676040899485
educated,17,8,2.6201492560317378e-05,15.219991477634558
today,128,5,0.0001972818263365073,12.307454318884897
some,997,4,0.0015366404754492014,9.346004624486701
doubts,9,6,1.387137841428567e-05,16.137529317442585
about,1223,5,0.0018849662000745972,9.051245630357512
value,146,5,0.00022502458316507864,12.117629760004881
education,119,9,0.00018341044792222165,12.412636555576954
continues,34,9,5.2402985120634756e-05,14.219991477634558
grow,36,4,5.548551365714268e-05,14.137529317442585
send,57,4,8.785206329047591e-05,13.474564304720156
its,1029,3,0.0015859609320333283,9.30042705199093
community,130,9,0.00020036435487301525,12.285086505856443
active,66,6,0.00010172344170476158,13.263060199526445
alumnae,1,7,1.5412642682539633e-06,19.307454318884897
built,65,5,0.00010018217743650762,13.285086505856443
fine,75,4,0.00011559482011904725,13.078635628389017
building,97,8,0.00014950263402063445,12.70754147669777
campus,24,6,3.699034243809512e-05,14.722491818163741
where,615,5,0.0009478775249761875,10.043011718658295
members,129,7,0.0001988230906047613,12.296227063461643
can,1129,3,0.0017400873588587246,9.166624548111898
stay,77,4,0.00011867734865555518,13.040667778189997
days,215,4,0.00033137181767460214,11.559261469295437
or,2647,2,0.004079726518068241,7.9373118393894995
longer,132,6,0.00020344688340952316,12.263060199526445
social,282,6,0.0004346365236476177,11.167902966486103
gatherings,4,10,6.165057073015853e-06,17.307454318884897
professional,47,12,7.243942060793627e-05,13.752865467207261
meetings,15,8,2.311896402380945e-05,15.40056372327638
as,4567,2,0.007038953913115851,7.150423244506544
far,250,3,0.00038531606706349085,11.34167003422281
concerned,89,9,0.00013717251987460275,12.8317208879185
continuous,32,10,4.9320456584126825e-05,14.307454318884897
piling,4,6,6.165057073015853e-06,17.307454318884897
up,1354,2,0.0020868718192158663,8.9044422953099
evidence,145,8,0.00022348331889682468,12.127545228869964
creative,26,8,4.0072870974603046e-05,14.607014600743806
fresh,47,5,7.243942060793627e-05,13.752865467207261
ideas,104,5,0.00016029148389841219,12.607014600743806
needed,107,6,0.0001649152767031741,12.56598733248375
going,312,5,0.00048087445169523656,11.02205210002265
found,393,5,0.0006057168574238076,10.68906881662629
unafraid,4,8,6.165057073015853e-06,17.307454318884897
break,53,5,8.168700621746005e-05,13.579533864321698
traditions,16,10,2.4660228292063413e-05,15.307454318884897
teaching,33,8,5.086172085238079e-05,14.263060199526445
municipally,1,11,1.5412642682539633e-06,19.307454318884897
sponsored,20,9,3.082528536507927e-05,14.985526223997535
widows,1,6,1.5412642682539633e-06,19.307454318884897
here,523,4,0.0008060812122968229,10.276787182637957
learn,46,5,7.089815633968231e-05,13.783892362827885
keep,154,4,0.00023735469731111036,12.040667778189997
maids,10,5,1.5412642682539634e-05,15.985526223997535
become,197,6,0.00030362906084603077,11.685402499428521
skilled,25,7,3.853160670634908e-05,14.663598129110174
cooking,15,7,2.311896402380945e-05,15.40056372327638
cleaning,26,8,4.0072870974603046e-05,14.607014600743806
receiving,19,9,2.9284021096825305e-05,15.059526805441312
guests,36,6,5.548551365714268e-05,14.137529317442585
how,549,3,0.0008461540832714259,10.2067919798797
take,408,4,0.0006288358214476171,10.635028976913402
care,110,4,0.00016953906950793596,12.526094605360239
children,212,8,0.0003267480248698402,11.579533864321698
sick,43,4,6.627436353492042e-05,13.8811895641828
model,45,5,6.935689207142836e-05,13.815601222555223
kitchens,2,8,3.0825285365079266e-06,18.307454318884897
room,313,4,0.0004824157159634905,11.017435471952279
patient,65,7,0.00010018217743650762,13.285086505856443
bed,111,3,0.00017108033377618992,12.513038452534792
nursery,11,7,1.6953906950793596e-05,15.8480227002476
life,464,4,0.000715146620469839,10.449473323757326
like,1024,4,0.0015782546106920584,9.307454318884897
doll,7,4,1.0788849877777744e-05,16.500099396827295
although,209,8,0.00032212423206507833,11.600095186804015
training,98,8,0.0001510438982888884,12.69274447476969
only,1143,4,0.00176166505861428,9.14884463067042
month,65,5,0.00010018217743650762,13.285086505856443
intensive,13,9,2.0036435487301523e-05,15.607014600743806
thorough,13,8,2.0036435487301523e-05,15.607014600743806
graduates,3,9,4.62379280476189e-06,17.722491818163743
maid,22,4,3.390781390158719e-05,14.8480227002476
much,621,4,0.0009571251105857112,10.029004860664417
demand,41,6,6.31918349984125e-05,13.949902314266815
always,323,6,0.0004978283586460302,10.972063964190973
occasionally,29,12,4.4696663779364936e-05,14.449473323757326
return,128,6,0.0001972818263365073,12.307454318884897
additional,74,10,0.00011405355585079329,13.098000953255948
economics,11,9,1.6953906950793596e-05,15.8480227002476
comes,69,5,0.00010634723450952347,13.198929862106729
play,110,4,0.00016953906950793596,12.526094605360239
she,2464,3,0.0037976751569777658,8.040667778189997
designs,7,7,1.0788849877777744e-05,16.500099396827295
cupboards,2,9,3.0825285365079266e-06,18.307454318884897
along,222,5,0.00034216066755237985,11.513038452534792
functional,22,10,3.390781390158719e-05,14.8480227002476
lines,144,5,0.00022194205462857072,12.137529317442585
storage,25,7,3.853160670634908e-05,14.663598129110174
materials,55,9,8.476953475396798e-05,13.526094605360239
uses,38,4,5.856804219365061e-05,14.059526805441312
got,385,3,0.0005933867432777759,10.718739683302633
learned,71,7,0.0001094297630460314,13.157707199380216
polish,12,6,1.849517121904756e-05,15.722491818163741
furniture,17,9,2.6201492560317378e-05,15.219991477634558
clean,48,5,7.398068487619024e-05,13.722491818163741
corners,12,7,1.849517121904756e-05,15.722491818163741
effectively,22,11,3.390781390158719e-05,14.8480227002476
keeping,37,7,5.7026777925396646e-05,14.098000953255948
shiny,3,5,4.62379280476189e-06,17.722491818163743
united,264,6,0.0004068937668190463,11.263060199526445
states,381,6,0.0005872216862047601,10.733807131391575
not,3075,3,0.004739387624880937,7.721083623770934
just,586,4,0.0009031808611968226,10.11269746446265
classroom,16,9,2.4660228292063413e-05,15.307454318884897
housekeeper,2,11,3.0825285365079266e-06,18.307454318884897
stands,31,6,4.777919231587287e-05,14.353258008498022
good,449,4,0.0006920276564460296,10.49688268414375
stead,4,5,6.165057073015853e-06,17.307454318884897
luncheon,8,8,1.2330114146031706e-05,16.307454318884897
cafeteria,4,9,6.165057073015853e-06,17.307454318884897
kitchen,69,7,0.00010634723450952347,13.198929862106729
washizu,1,7,1.5412642682539633e-06,19.307454318884897
left,315,4,0.00048549824449999843,11.00824630049762
meet,88,4,0.00013563125560634877,12.8480227002476
representatives,28,15,4.315539951111098e-05,14.500099396827293
usis,1,4,1.5412642682539633e-06,19.307454318884897
visit,53,5,8.168700621746005e-05,13.579533864321698
again,419,5,0.0006457897283984106,10.596647885185547
vacation,10,8,1.5412642682539634e-05,15.985526223997535
things,254,6,0.0003914811241365067,11.318769632112732
able,122,4,0.00018803424072698352,12.376716981322012
professor,27,9,4.161413524285701e-05,14.552566816721429
famous,40,6,6.165057073015854e-05,13.985526223997535
circles,25,7,3.853160670634908e-05,14.663598129110174
guided,14,6,2.157769975555549e-05,15.500099396827293
through,646,7,0.0009956567172920603,9.972063964190973
grounds,31,7,4.777919231587287e-05,14.353258008498022
assistant,17,9,2.6201492560317378e-05,15.219991477634558
achievement,43,11,6.627436353492042e-05,13.8811895641828
desegregation,34,13,5.2402985120634756e-05,14.219991477634558
certain,216,7,0.0003329130819428561,11.552566816721429
lunch,23,5,3.544907816984116e-05,14.783892362827885
counters,5,8,7.706321341269817e-06,16.985526223997535
wise,26,4,4.0072870974603046e-05,14.607014600743806
action,183,6,0.0002820513610904753,11.791754480600856
local,179,5,0.00027588630401745946,11.82363854162064
leaders,42,7,6.473309926666647e-05,13.915136896106137
voluntary,14,9,2.157769975555549e-05,15.500099396827293
following,148,9,0.00022810711170158658,12.098000953255948
consultation,6,12,9.24758560952378e-06,16.722491818163743
between,499,7,0.0007690908698587277,10.344558313547637
attorney,34,8,5.2402985120634756e-05,14.219991477634558
general,338,7,0.0005209473226698396,10.906574882602714
rogers,3,6,4.62379280476189e-06,17.722491818163743
heads,23,5,3.544907816984116e-05,14.783892362827885
national,181,8,0.0002789688325539674,11.807608431801693
chain,34,5,5.2402985120634756e-05,14.219991477634558
stores,18,6,2.774275682857134e-05,15.137529317442585
course,283,6,0.00043617778791587165,11.162796076053015
applauded,3,9,4.62379280476189e-06,17.722491818163743
attain,14,6,2.157769975555549e-05,15.500099396827293
result,130,6,0.00020036435487301525,12.285086505856443
means,168,5,0.00025893239706666586,11.915136896106137
force,145,5,0.00022348331889682468,12.127545228869964
boycott,7,7,1.0788849877777744e-05,16.500099396827295
throughout,87,10,0.0001340899913380948,12.86451082303617
nation,99,6,0.00015258516255714237,12.678097698805288
require,54,7,8.322827048571402e-05,13.552566816721429
verification,2,12,3.0825285365079266e-06,18.307454318884897
facts,50,5,7.706321341269816e-05,13.663598129110174
contrary,32,8,4.9320456584126825e-05,14.307454318884897
those,518,5,0.0007983748909555531,10.290646031198344
assumed,62,7,9.555838463174573e-05,13.353258008498022
foregoing,10,9,1.5412642682539634e-05,15.985526223997535
case,239,4,0.00036836216011269725,11.40658751090415
suppositions,3,12,4.62379280476189e-06,17.722491818163743
previous,50,8,7.706321341269816e-05,13.663598129110174
illustration,18,12,2.774275682857134e-05,15.137529317442585
might,494,5,0.000761384548517458,10.359087087300221
sufficiently,30,12,4.62379280476189e-05,14.40056372327638
altered,16,7,2.4660228292063413e-05,15.307454318884897
establishing,22,12,3.390781390158719e-05,14.8480227002476
connection,46,10,7.089815633968231e-05,13.783892362827885
company,151,7,0.00023273090450634846,12.069049579559818
practice,55,8,8.476953475396798e-05,13.526094605360239
south,155,5,0.00023889596157936432,12.03132991361066
such,859,4,0.0013239460064301545,9.560939997746434
direct,90,6,0.0001387137841428567,12.815601222555223
economic,149,8,0.00022964837596984054,12.088285798422737
well,661,4,0.0010187756813158698,9.938947857377206
being,467,5,0.0007197704132746008,10.440175579175236
located,37,7,5.7026777925396646e-05,14.098000953255948
york,139,4,0.0002142357332873009,12.18851324616139
policy,153,6,0.0002358134330428564,12.050066476192246
then,955,4,0.001471907376182535,9.408097395961788
secondary,23,9,3.544907816984116e-05,14.783892362827885
primary,56,7,8.631079902222195e-05,13.500099396827293
directed,43,8,6.627436353492042e-05,13.8811895641828
against,404,7,0.0006226707643746012,10.649242836133103
actual,77,6,0.00011867734865555518,13.040667778189997
location,46,8,7.089815633968231e-05,13.783892362827885
unjust,3,6,4.62379280476189e-06,17.722491818163743
love,167,4,0.0002573911327984119,11.923750026410845
sake,34,4,5.2402985120634756e-05,14.219991477634558
justice,85,7,0.0001310074628015869,12.898063382747196
must,662,4,0.0010203169455841236,9.93676691207768
removed,48,7,7.398068487619024e-05,13.722491818163741
indivisible,1,11,1.5412642682539633e-06,19.307454318884897
from,2776,4,0.004278549608673002,7.868662466306637
injury,12,6,1.849517121904756e-05,15.722491818163741
directly,99,8,0.00015258516255714237,12.678097698805288
objectively,2,11,3.0825285365079266e-06,18.307454318884897
part,333,4,0.0005132410013285699,10.928075951813636
perhaps,207,7,0.0003190417035285704,11.613967361385573
sufficient,40,10,6.165057073015854e-05,13.985526223997535
justify,13,7,2.0036435487301523e-05,15.607014600743806
entire,84,6,0.00012946619853333293,12.915136896106137
order,274,5,0.00042230640950158597,11.209422235924372
threatening,16,11,2.4660228292063413e-05,15.307454318884897
potential,45,9,6.935689207142836e-05,13.815601222555223
economy,48,7,7.398068487619024e-05,13.722491818163741
alteration,5,10,7.706321341269817e-06,16.985526223997535
matter,193,6,0.00029746400377301494,11.714997281616817
segregation,4,11,6.165057073015853e-06,17.307454318884897
blunt,9,5,1.387137841428567e-05,16.137529317442585
indiscriminating,1,16,1.5412642682539633e-06,19.307454318884897
instrument,40,10,6.165057073015854e-05,13.985526223997535
therefore,152,9,0.00023427216877460244,12.059526805441312
questionable,7,12,1.0788849877777744e-05,16.500099396827295
justification,10,13,1.5412642682539634e-05,15.985526223997535
evil,37,4,5.7026777925396646e-05,14.098000953255948
concentrated,24,12,3.699034243809512e-05,14.722491818163741
prove,31,5,4.777919231587287e-05,14.353258008498022
decisive,12,8,1.849517121904756e-05,15.722491818163741
clearly,86,7,0.00013254872706984085,12.8811895641828
legitimate,9,10,1.387137841428567e-05,16.137529317442585
moreover,64,8,9.864091316825365e-05,13.307454318884897
prudence,6,8,9.24758560952378e-06,16.722491818163743
alone,139,5,0.0002142357332873009,12.18851324616139
indicate,55,8,8.476953475396798e-05,13.526094605360239
unless,63,6,9.709964889999969e-05,13.330174395384981
customs,12,7,1.849517121904756e-05,15.722491818163741
already,179,7,0.00027588630401745946,11.82363854162064
ready,95,5,0.00014642010548412653,12.73759871055395
fall,87,4,0.0001340899913380948,12.86451082303617
pushed,40,6,6.165057073015854e-05,13.985526223997535
results,116,7,0.00017878665511745974,12.449473323757326
everywhere,23,10,3.544907816984116e-05,14.783892362827885
upon,349,4,0.0005379012296206332,10.860371092675246
likely,93,6,0.00014333757694761859,12.768295507776866
simply,115,6,0.00017724539084920578,12.461964267940523
give,255,4,0.00039302238840476064,11.31310088202604
undue,6,5,9.24758560952378e-06,16.722491818163743
advantage,40,9,6.165057073015854e-05,13.985526223997535
conform,5,7,7.706321341269817e-06,16.985526223997535
these,1027,5,0.0015828784034968204,9.303233852566702
leading,37,7,5.7026777925396646e-05,14.098000953255948
greater,112,7,0.0001726215980444439,12.500099396827293
decentralization,1,16,1.5412642682539633e-06,19.307454318884897
autonomy,4,8,6.165057073015853e-06,17.307454318884897
within,256,6,0.0003945636526730146,11.307454318884897
final,91,5,0.00014025504841111067,12.7996596786862
self,157,4,0.00024197849011587224,12.012833569993271
defeat,15,6,2.311896402380945e-05,15.40056372327638
application,58,11,8.939332755872987e-05,13.449473323757326
pressure,124,8,0.00019111676926349147,12.353258008498022
correct,26,7,4.0072870974603046e-05,14.607014600743806
injustice,11,9,1.6953906950793596e-05,15.8480227002476
business,275,8,0.0004238476737698399,11.204166510472875
sections,67,8,0.00010326470597301554,13.241365128427125
country,173,7,0.00026663871840793566,11.872826091248173
quakers,3,7,4.62379280476189e-06,17.722491818163743
once,340,4,0.0005240298512063476,10.898063382747196
pre,29,3,4.4696663779364936e-05,14.449473323757326
civil,50,5,7.706321341269816e-05,13.663598129110174
war,287,3,0.0004423428449888875,11.14254739220921
largely,38,7,5.856804219365061e-05,14.059526805441312
went,401,4,0.0006180469715698393,10.659995892429977
slavery,20,7,3.082528536507927e-05,14.985526223997535
issue,83,5,0.00012792493426507895,12.932414887537973
never,490,5,0.000755219491444442,10.370816379882328
recover,9,7,1.387137841428567e-05,16.137529317442585
large,229,5,0.0003529495174301576,11.468250530787953
number,289,6,0.0004454253735253954,11.132528636384219
southern,91,8,0.00014025504841111067,12.7996596786862
adherents,2,9,3.0825285365079266e-06,18.307454318884897
any,883,3,0.0013609363488682497,9.521184691236432
anyone,96,6,0.0001479613697523805,12.722491818163741
fails,11,5,1.6953906950793596e-05,15.8480227002476
make,498,4,0.0007675496055904738,10.347452386816817
significant,49,11,7.55219491444442e-05,13.69274447476969
distinction,29,11,4.4696663779364936e-05,14.449473323757326
applications,14,12,2.157769975555549e-05,15.500099396827293
principle,77,9,0.00011867734865555518,13.040667778189997
justified,17,9,2.6201492560317378e-05,15.219991477634558
broke,46,5,7.089815633968231e-05,13.783892362827885
years,540,5,0.0008322827048571403,10.230638721834067
ago,123,3,0.00018957550499523748,12.364939813545659
skillfully,4,10,6.165057073015853e-06,17.307454318884897
organized,41,9,6.31918349984125e-05,13.949902314266815
white,220,5,0.00033907813901587193,11.526094605360239
citizens,49,8,7.55219491444442e-05,13.69274447476969
councils,5,8,7.706321341269817e-06,16.985526223997535
mississippi,14,11,2.157769975555549e-05,15.500099396827293
every,304,5,0.0004685443375492049,11.059526805441312
philco,3,6,4.62379280476189e-06,17.722491818163743
dealer,3,6,4.62379280476189e-06,17.722491818163743
protest,14,7,2.157769975555549e-05,15.500099396827293
program,170,7,0.0002620149256031738,11.898063382747196
tv,14,2,2.157769975555549e-05,15.500099396827293
network,25,7,3.853160670634908e-05,14.663598129110174
presented,43,9,6.627436353492042e-05,13.8811895641828
drama,28,5,4.315539951111098e-05,14.500099396827293
showing,36,7,5.548551365714268e-05,14.137529317442585
seemed,259,6,0.00039918744547777653,11.290646031198344
high,318,4,0.0004901220373047604,10.994571363600542
yellow,47,6,7.243942060793627e-05,13.752865467207261
gal,3,3,4.62379280476189e-06,17.722491818163743
smooching,1,9,1.5412642682539633e-06,19.307454318884897
man,967,3,0.0014904025474015827,9.390082239408057
true,153,4,0.0002358134330428564,12.050066476192246
end,266,3,0.00040997629535555424,11.252171883383708
objective,65,9,0.00010018217743650762,13.285086505856443
different,215,9,0.00033137181767460214,11.559261469295437
since,390,5,0.0006010930646190457,10.700124005135287
disagree,2,8,3.0825285365079266e-06,18.307454318884897
ends,40,4,6.165057073015854e-05,13.985526223997535
goals,32,5,4.9320456584126825e-05,14.307454318884897
concerning,49,10,7.55219491444442e-05,13.69274447476969
situation,122,9,0.00018803424072698352,12.376716981322012
called,258,6,0.0003976461812095226,11.296227063461643
has,1140,3,0.0017570412658095183,9.152636209832794
either,190,6,0.00029284021096825306,11.73759871055395
been,1636,4,0.002521508342863484,8.63149728594315
defined,40,7,6.165057073015854e-05,13.985526223997535
law,212,3,0.0003267480248698402,11.579533864321698
present,253,7,0.0003899398598682527,11.324460744190588
morality,22,8,3.390781390158719e-05,14.8480227002476
applied,67,7,0.00010326470597301554,13.241365128427125
themselves,166,10,0.0002558498685301579,11.932414887537973
pressures,26,9,4.0072870974603046e-05,14.607014600743806
other,1067,5,0.001644528974226979,9.248109858060474
